Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/fb/464ce517799c0b01138b14fdb1c9dd/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep3_R1.mzML,/nextflow_runs/work/49/fff17fe9717f1f92c3b4f3077568c3/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep2_R1.mzML,/nextflow_runs/work/05/0ef9e12a9f67c211060c7bab5069a9/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep4_R1.mzML,/nextflow_runs/work/4a/9432495e41bd8bbe87c9d3638261ab/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep3_R1.mzML,/nextflow_runs/work/32/cfdc447731b6ae3eeb8a1a59d80f7d/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep2_R1.mzML,/nextflow_runs/work/a5/0d03ac2c94125adce7ed102f01d7b0/250625_Stitch_S4611_IB_TPP_stauros_treat_T7_rep1_R1.mzML,/nextflow_runs/work/41/7194089913d508dfafd83cefbf2d44/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep1_R1.mzML,/nextflow_runs/work/87/7227e97a34af4640a32017e9bedaf0/250625_Stitch_S4610_IB_TPP_stauros_control_T7_rep4_R1.mzML
Q8K2H1,Q8K2H1,PPHLN_MOUSE,Pphln1,Periphilin-1,3205.35,2970.45,4937.64,3428.82,2261.69,3957.27,3723.5,5381.3
Q8K2H2,Q8K2H2,OTU6B_MOUSE,Otud6b,Deubiquitinase OTUD6B,4650.53,10842.5,,6350.09,7340.23,6246.27,9741.32,
Q8K2I4,Q8K2I4,MANBA_MOUSE,Manba,Beta-mannosidase,35255.5,28727.1,26648.2,30367.7,35310.2,31430.1,29139.8,29821.2
Q8K2J7,Q8K2J7,RELL1_MOUSE,Rell1,RELT-like protein 1,9876.26,9993.24,9428.98,9020.64,9861.86,8534.27,9496.56,9519.07
Q8K2K6,Q8K2K6;Q80WC7,AGFG1_MOUSE,Agfg1,Arf-GAP domain and FG repeat-containing protein 1,58577,50941.2,56552.3,55080.4,73458.7,61669.4,58687.6,55826.4
Q8K2P6,Q8K2P6,RFESD_MOUSE,Rfesd,Rieske domain-containing protein,4578.61,5767.74,6055.13,5707.06,5742.73,3169.53,5470.51,5755.18
Q8K2Q0,Q8K2Q0,COMD9_MOUSE,Commd9,COMM domain-containing protein 9,,5535.48,,,2421.88,3405.08,2881.49,3191.74
Q8K2Q5,Q8K2Q5,CHCH7_MOUSE,Chchd7,Coiled-coil-helix-coiled-coil-helix domain-containing protein 7,6849.69,8360.32,6361.4,9130.91,6194.24,7211.5,8103.58,10810.6
Q8K2Q9,Q8K2Q9,SHOT1_MOUSE,Shtn1,Shootin-1,49534.3,45629.8,55253.3,44256.5,50945,48635.9,44885.9,51380.3
Q8K2T4,Q8K2T4,UQCC3_MOUSE,Uqcc3,Ubiquinol-cytochrome-c reductase complex assembly factor 3,14425.6,12191.8,14455.1,12151.1,13103.1,10948.5,13467.2,11912.3
Q8K2Y0,Q8K2Y0,OBI1_MOUSE,Obi1,ORC ubiquitin ligase 1,16542.4,21529.5,12866.7,3857.69,16548.8,11537.7,21659.2,14124.4
Q8K310,Q8K310,MATR3_MOUSE,Matr3,Matrin-3,9861.04,12788.1,7713.11,11607.4,9824.25,7754.73,9923.59,10104.7
Q8K327,Q8K327,CHAP1_MOUSE,Champ1,Chromosome alignment-maintaining phosphoprotein 1,3032.93,,3873.74,3668.47,3865,,2646.78,2770.65
Q8K352,Q8K352,SASH3_MOUSE,Sash3,SAM and SH3 domain-containing protein 3,,,,3871.77,5864.87,,4126.41,3385.61
Q8K353,Q8K353,CYTM1_MOUSE,Cystm1,Cysteine-rich and transmembrane domain-containing protein 1,,3901.42,,4750.44,4186.74,3746.65,1968.5,
Q8K370,Q8K370,ACD10_MOUSE,Acad10,Acyl-CoA dehydrogenase family member 10,35201.8,36164.8,30179.4,37747.7,35982.5,34443.8,34131.8,39201.1
Q8K386,Q8K386,RAB15_MOUSE,Rab15,Ras-related protein Rab-15,84536.4,48809.5,82191,91256.5,99641.7,84340,90208.2,76443
Q8K394,Q8K394,PLCL2_MOUSE,Plcl2,Inactive phospholipase C-like protein 2,6029.71,1216.04,3192.3,3893.5,2120.35,,1739.26,1883.65
Q8K3A0,Q8K3A0,HSC20_MOUSE,Hscb,Iron-sulfur cluster co-chaperone protein HscB,6144.12,5154.72,2792.59,6556.12,4293.66,5706.77,4812.81,2890.79
Q8K3A9,Q8K3A9,MEPCE_MOUSE,Mepce,7SK snRNA methylphosphate capping enzyme,13944,7773.5,11825,9892,8218.35,11744.4,8556.26,15518.7
Q8K3C0,Q8K3C0,RNK_MOUSE,Rnasek,Ribonuclease kappa,3984.43,3227.79,,4464.96,5087.25,7020.87,4307.52,6003.59
Q8K3C3,Q8K3C3,LZIC_MOUSE,Lzic,Protein LZIC,110196,114010,122931,108324,137574,124769,102896,126018
Q8K3H0,Q8K3H0,DP13A_MOUSE,Appl1,DCC-interacting protein 13-alpha,14339.8,14517,17779.3,13890.2,11753.7,12349,13225.3,15805
Q8K3J1,Q8K3J1,NDUS8_MOUSE,Ndufs8,"NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial",57992.9,58981.3,54267.8,65112.5,58937.9,51018.4,52196.3,54283.8
Q8K3J9,Q8K3J9,GPC5C_MOUSE,Gprc5c,G-protein coupled receptor family C group 5 member C,11288.1,10455,16511.7,12732.3,12434.6,10197.9,10528.3,12183.5
Q8K3K7,Q8K3K7,PLCB_MOUSE,Agpat2,1-acyl-sn-glycerol-3-phosphate acyltransferase beta,63626.6,55464,66332.3,59787.9,73341.2,72968.5,72510.5,66646.8
Q8K3K8,Q8K3K8,OPTN_MOUSE,Optn,Optineurin,39115.6,47552.8,41794.7,42660.5,48847.6,44014.7,45773.6,44985
Q8K3W0,Q8K3W0,BABA2_MOUSE,Babam2,BRISC and BRCA1-A complex member 2,25606.1,27823.8,27002.8,33018.3,30503.6,28455.6,28777.3,24814.1
Q8K3W3,Q8K3W3,CASC3_MOUSE,Casc3,Protein CASC3,9529.91,10219,9236.09,8357.66,8098.47,7881.86,6961.76,8531.07
Q8K3X6,Q8K3X6,ANS4B_MOUSE,Anks4b,Ankyrin repeat and SAM domain-containing protein 4B,,,2428.11,2400.64,,,,
Q8K3Z9,Q8K3Z9,PO121_MOUSE,Pom121,Nuclear envelope pore membrane protein POM 121,2011.6,,3800.26,2952.69,2071.32,1655.26,2594.68,
Q8K411,Q8K411,PREP_MOUSE,Pitrm1,"Presequence protease, mitochondrial",17387.7,15273.8,16644.3,15305.7,13347.8,16006.4,17068.6,11476.2
Q8K440,Q8K440,ABC8B_MOUSE,Abca8b,ABC-type organic anion transporter ABCA8B,5818.03,8580.44,5442.69,8751.84,8867.68,6457.02,7973,5086.19
Q8K441,Q8K441,ABCA6_MOUSE,Abca6,ATP-binding cassette sub-family A member 6,12430.6,12700.9,12070.2,11409.5,11691.7,11993.9,10745.6,8467.56
Q8K4F5,Q8K4F5,ABHDB_MOUSE,Abhd11,Protein ABHD11,103782,85311.6,94905.3,93440.6,108118,96952.1,104512,91714.3
Q8K4G1,Q8K4G1;O08999,LTBP4_MOUSE,Ltbp4,Latent-transforming growth factor beta-binding protein 4,3086.45,3619.96,3521.91,2518.81,3559.71,3730.45,1914.95,2595
Q8K4G5,Q8K4G5,ABLM1_MOUSE,Ablim1,Actin-binding LIM protein 1,29367.1,23811.8,25222.1,26785.3,21690.1,19834.2,22738.4,24444.7
Q8K4L3,Q8K4L3,SVIL_MOUSE,Svil,Supervillin,19376.8,16772.8,25281.4,28072.8,24999.2,21028.7,22699.3,26684
Q8K4M5,Q8K4M5,COMD1_MOUSE,Commd1,COMM domain-containing protein 1,3847.98,7903.46,5995.19,,4961.38,5483.96,4682.29,4115.94
Q8K4P0,Q8K4P0,WDR33_MOUSE,Wdr33,pre-mRNA 3' end processing protein WDR33,20801.7,18465.1,16784.9,16230.4,16678.6,17562.3,17974.4,19097.3
Q8K4Q8,Q8K4Q8,COL12_MOUSE,Colec12,Collectin-12,7160.6,7217.83,8476.73,9190.39,9544.1,12110.2,8802.93,4455.64
Q8K4Z3,Q8K4Z3,NNRE_MOUSE,Naxe,NAD(P)H-hydrate epimerase,636596,721702,689666,544011,701746,549914,788209,707011
Q8K5B2,Q8K5B2,MCFD2_MOUSE,Mcfd2,Multiple coagulation factor deficiency protein 2 homolog,35133.1,33398.8,18835,36732.4,53504.8,50119.9,45328.7,34687.7
Q8N7N5,Q8N7N5,DCAF8_MOUSE,Dcaf8,DDB1- and CUL4-associated factor 8,,2922.33,,3667.83,2629.82,2228.68,2326.94,2605.95
Q8N9S3,Q8N9S3,AHSA2_MOUSE,Ahsa2,Activator of 90 kDa heat shock protein ATPase homolog 2,16504.3,,11706,8621.25,,4412.39,6411.58,8010.06
Q8QZR1,Q8QZR1,ATTY_MOUSE,Tat,Tyrosine aminotransferase,15416.3,8753.11,8257.25,17494.2,14690.4,13756.2,15378.8,9936.88
Q8QZR3,Q8QZR3,EST2A_MOUSE,Ces2a,Pyrethroid hydrolase Ces2a,590899,673739,662735,714263,733275,658268,644989,646324
Q8QZR3;Q91WG0,Q8QZR3;Q91WG0,EST2A_MOUSE;EST2C_MOUSE,Ces2a;Ces2c,Pyrethroid hydrolase Ces2a,11356.2,,7941.23,10698.8,2165.71,4099.94,4582.64,5101.51
Q8QZR4,Q8QZR4,OAF_MOUSE,Oaf,Out at first protein homolog,,2850.31,,,1505.49,,3289.84,
Q8QZR5,Q8QZR5,ALAT1_MOUSE,Gpt,Alanine aminotransferase 1,1.25E+06,1.41E+06,1.21E+06,1.19E+06,1.37E+06,1.35E+06,1.30E+06,1.28E+06
Q8QZS1,Q8QZS1,HIBCH_MOUSE,Hibch,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial",9062.28,4505.13,5433.39,10077.8,6795.31,9481.91,6005.63,7945.94
Q8QZT1,Q8QZT1,THIL_MOUSE,Acat1,"Acetyl-CoA acetyltransferase, mitochondrial",331130,294169,363002,355637,411975,307473,329311,384172
Q8QZY6,Q8QZY6,TSN14_MOUSE,Tspan14,Tetraspanin-14,4045.37,9106.19,6992.97,6108.72,7879.62,10065.2,6622.51,9409.66
Q8R015,Q8R015,BL1S5_MOUSE,Bloc1s5,Biogenesis of lysosome-related organelles complex 1 subunit 5,11348.9,12781.2,9356.53,13793.2,12452,12198.6,13847.5,10437.6
Q8R016,Q8R016,BLMH_MOUSE,Blmh,Bleomycin hydrolase,207619,205391,188131,191960,236547,210128,218483,197873
Q8R033,Q8R033,LYRM2_MOUSE,Lyrm2,LYR motif-containing protein 2,17484.3,17160.1,19247.3,34645.9,17680.8,23133,24448,26187.8
Q8R035,Q8R035,ICT1_MOUSE,Mrpl58,Large ribosomal subunit protein mL62,15466,15225.4,22608.2,16474,18590.5,22160.3,16681.2,19946
Q8R050,Q149F3;Q8R050,ERF3A_MOUSE,Gspt1,Eukaryotic peptide chain release factor GTP-binding subunit ERF3A,133973,153190,120552,134986,132882,145918,133322,127804
Q8R059,Q8R059,GALE_MOUSE,Gale,UDP-glucose 4-epimerase,18041.3,14685.2,16901.9,15485,18325.4,18488.2,22067.7,17327
Q8R086,Q8R086,SUOX_MOUSE,Suox,"Sulfite oxidase, mitochondrial",259535,238233,237117,226789,239582,228701,276612,264519
Q8R0A0,Q8R0A0,T2FB_MOUSE,Gtf2f2,General transcription factor IIF subunit 2,19906.5,27620.6,22015.9,15456.3,21129.4,16912.8,17259.2,20728.7
Q8R0F3,Q8R0F3,SUMF1_MOUSE,Sumf1,Formylglycine-generating enzyme,10544.3,10336.9,9751.8,10180.4,9012.81,10869,9501.47,15124.1
Q8R0F8,Q8R0F8,FAHD1_MOUSE,Fahd1,"Acylpyruvase FAHD1, mitochondrial",160227,151577,152441,183806,179650,130808,187382,190481
Q8R0F9,Q8R0F9,S14L4_MOUSE,Sec14l4,SEC14-like protein 4,12909.8,8237.1,12668.6,6935.61,8807.47,11065.8,10202.2,10990.4
Q8R0H9,Q8R0H9,GGA1_MOUSE,Gga1,ADP-ribosylation factor-binding protein GGA1,9899.86,12710.1,10380.1,10292,14702.7,8592.39,12559.2,13577.8
Q8R0I4,Q8R0I4,TM2D2_MOUSE,Tm2d2,TM2 domain-containing protein 2,,,1956.83,2078.86,2127.45,3798.78,3603.13,2931.39
Q8R0J4,Q8R0J4,TM134_MOUSE,Tmem134,Transmembrane protein 134,,4548.35,3229.87,,2090.78,,,
Q8R0J7,Q8R0J7,VP37B_MOUSE,Vps37b,Vacuolar protein sorting-associated protein 37B,,1597.93,,1700.22,1734.09,1550.35,2826.77,
Q8R0L9,Q8R0L9,TADA3_MOUSE,Tada3,Transcriptional adapter 3,2433.04,2643.84,3380.2,2312.61,1019.19,3413.39,1004.53,1674.86
Q8R0N6,Q8R0N6,HOT_MOUSE,Adhfe1,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial",417992,420879,445037,389047,418062,456496,419872,434581
Q8R0P4,Q8R0P4,AAMDC_MOUSE,Aamdc,Mth938 domain-containing protein,6455.33,9285.15,9294.35,9552.39,7737.53,7641.58,10419.9,12256.1
Q8R0V5,Q8R0V5,I23O2_MOUSE,Ido2,"Indoleamine 2,3-dioxygenase 2",,,8418.9,5976.16,4671.63,4400.05,3549.15,
Q8R0W6,Q8R0W6,NFIP1_MOUSE,Ndfip1,NEDD4 family-interacting protein 1,3222.52,,3270.01,3628.72,4247.58,2891.63,4325.78,3580.74
Q8R0X7,Q8R0X7,SGPL1_MOUSE,Sgpl1,Sphingosine-1-phosphate lyase 1,30378.9,33921.4,30957.5,28453.7,32699,33099.4,32857,28288.6
Q8R0Y6,Q8K009;Q8R0Y6,AL1L1_MOUSE,Aldh1l1,Cytosolic 10-formyltetrahydrofolate dehydrogenase,127769,78799.3,139968,127164,91344.6,102422,107440,141030
Q8R0Y8,Q8R0Y8,S2542_MOUSE,Slc25a42,Mitochondrial coenzyme A transporter SLC25A42,51924.7,45242.7,49616.2,54355.7,59888,51700.9,51422.5,50513.5
Q8R0Z5,Q8R0Z5,MFRN2_MOUSE,Slc25a28,Mitoferrin-2,2915.12,,2915.73,2859.75,2928.41,4239.98,2555.71,
Q8R121,Q8R121,ZPI_MOUSE,Serpina10,Protein Z-dependent protease inhibitor,41157.9,40216.7,45603.3,39204.2,47576.8,42255.5,67573.2,39538.4
Q8R123,Q8R123,FAD1_MOUSE,Flad1,FAD synthase,,,1682.83,984.625,540.735,,,
Q8R143,Q8R143,PTTG_MOUSE,Pttg1ip,Pituitary tumor-transforming gene 1 protein-interacting protein,118465,146892,132399,132686,140881,138297,125245,119651
Q8R146,Q8R146,ACPH_MOUSE,Apeh,Acylamino-acid-releasing enzyme,411049,390654,409013,393437,410168,399191,406134,450428
Q8R149,Q8R149,BUD13_MOUSE,Bud13,BUD13 homolog,7984.77,8246.28,7296.91,10420.6,11573.1,7199.51,5947.51,6980.01
Q8R164,Q8R164,BPHL_MOUSE,Bphl,Valacyclovir hydrolase,57200.3,57443.8,91793.9,70111.9,58741.7,60265,50837.4,71337.3
Q8R191,Q8R191,SNG3_MOUSE,Syngr3,Synaptogyrin-3,4734.07,1430.93,2613.59,,1697.69,1598.22,3766.74,
Q8R1B4,Q8R1B4,EIF3C_MOUSE,Eif3c,Eukaryotic translation initiation factor 3 subunit C,15609.7,12676.9,12141.8,11023.3,16961.2,16609.3,19137.3,13852.4
Q8R1E7,Q8R1E7,TM234_MOUSE,Tmem234,Transmembrane protein 234,7122.09,4058.45,2134.03,2639.04,6380.86,3659.02,2788.27,1084.65
Q8R1F0,Q8R1F0,L10K_MOUSE,D8Ertd738e,Leydig cell tumor 10 kDa protein homolog,21826.9,18459.5,15446.6,20907.5,16639.5,17262,16783.6,22179.1
Q8R1G2,Q8R1G2,CMBL_MOUSE,Cmbl,Carboxymethylenebutenolidase homolog,224152,252584,240611,222248,312194,321295,329793,256335
Q8R1G6,Q8R1G6,PDLI2_MOUSE,Pdlim2,PDZ and LIM domain protein 2,6782.01,,,3139.27,1381.07,,2519.95,
Q8R1H0,Q8R1H0,HOP_MOUSE,Hopx,Homeodomain-only protein,5812.87,6684.21,6434.49,7337.7,6261.18,8034.67,4617.17,12168.7
Q8R1I1,Q8R1I1,QCR9_MOUSE,Uqcr10,Cytochrome b-c1 complex subunit 9,144594,150397,146358,115266,207927,158177,210563,170139
Q8R1J1,Q8R1J1,TM6S2_MOUSE,Tm6sf2,Transmembrane 6 superfamily member 2,7698.6,4542.43,5149.21,2865.37,5049.48,8426.78,8025.63,9583.77
Q8R1K4,Q8R1K4,AT2L2_MOUSE,Phykpl,5-phosphohydroxy-L-lysine phospho-lyase,21730.3,15290,18370.1,19338.1,19082.5,15930.2,19425.6,14094.3
Q8R1N0,Q8R1N0,ZN830_MOUSE,Znf830,Zinc finger protein 830,14549.4,14283.6,14709,12686.8,12729,12976.9,14031.6,16940.6
Q8R1N4,Q8R1N4,NUDC3_MOUSE,Nudcd3,NudC domain-containing protein 3,87104.2,94391.2,89373.2,85489.3,62402.8,73894.8,15971.6,97116.1
Q8R1Q8,Q8R1Q8,DC1L1_MOUSE,Dync1li1,Cytoplasmic dynein 1 light intermediate chain 1,35736.4,,,14351.7,11223.9,,6566.12,4884.63
Q8R1Q9,Q8R1Q9,RBSK_MOUSE,Rbks,Ribokinase,100788,122480,103671,112957,130837,118329,125165,109349
Q8R1R3,Q8R1R3,STAR7_MOUSE,Stard7,"StAR-related lipid transfer protein 7, mitochondrial",,,,1633.41,1585.56,,1711.06,
Q8R1S0,Q8R1S0,COQ6_MOUSE,Coq6,"Ubiquinone biosynthesis monooxygenase COQ6, mitochondrial",,3098.95,4975.52,4059.38,2482.42,5426.52,2640.97,
Q8R1S4,Q8R1S4,MTSS1_MOUSE,Mtss1,Protein MTSS 1,22845.8,30830.4,23378.8,30428.1,24345.8,29559.4,24754,26168.6
Q8R1S9,Q8R1S9,S38A4_MOUSE,Slc38a4,Sodium-coupled neutral amino acid transporter 4,29498.6,31810.3,25193.1,25784.5,32213.5,26742.5,26626,26940.1
Q8R1T4,Q8R1T4,S35A3_MOUSE,Slc35a3,UDP-N-acetylglucosamine transporter,39835.6,49617.2,22976.2,31864.7,37114.1,25625.8,48246.2,44700.3
Q8R1V4,Q8R1V4,TMED4_MOUSE,Tmed4,Transmembrane emp24 domain-containing protein 4,26664.3,41545.6,34649.2,35514.6,37546.3,38727.2,30485,28314
Q8R1X6,Q8R1X6,SPART_MOUSE,Spart,Spartin,9575.86,9330.32,11728.2,9880.61,9590.02,6527.84,10242.7,11633.7
Q8R1Z9,Q8R1Z9,RN121_MOUSE,Rnf121,E3 ubiquitin ligase Rnf121,18221.8,24728.5,22444.2,19434.3,24314.6,18299.3,20662,29900.1
Q8R238,Q8R238,SDSL_MOUSE,Sdsl,Serine dehydratase-like,47427.4,45637.3,54536.5,51767,58074.2,49368.3,57255.7,49825.8
Q8R242,Q8R242,DIAC_MOUSE,Ctbs,Di-N-acetylchitobiase,8241.05,4641.93,3837.13,3983.44,5863.3,5297.64,5278.13,5704.78
Q8R2E9,Q8R180;Q8R2E9,ERO1B_MOUSE,Ero1b,ERO1-like protein beta,10592.1,4330.54,,14974.2,9985.58,7116.75,4877.38,18003.1
Q8R2K1,Q8R2K1,FUCM_MOUSE,Fuom,Fucose mutarotase,11235.5,15532.3,18563.5,16272.7,11775,7993.83,7432.66,9448.02
Q8R2L5,Q8R2L5,RT18C_MOUSE,Mrps18c,Small ribosomal subunit protein bS18m,,2735.75,,3273.64,4734.64,,6302.99,
Q8R2M2,Q8R2M2,TDIF2_MOUSE,Dnttip2,Deoxynucleotidyltransferase terminal-interacting protein 2,488957,610507,423440,478269,421490,390531,371092,345431
Q8R2Q8,Q8R2Q8,BST2_MOUSE,Bst2,Bone marrow stromal antigen 2,59535.8,65744.5,48603.6,55686.9,68768.5,59669.6,54304.1,48832.7
Q8R2R3,Q8R2R3,AAGAB_MOUSE,Aagab,Alpha- and gamma-adaptin-binding protein p34,9552.78,9336.11,12438.2,9331.66,7525.89,5593.17,10973,
Q8R2R9;Q9JKC8,Q8R2R9;Q9JKC8,AP3M1_MOUSE;AP3M2_MOUSE,Ap3m1;Ap3m2,AP-3 complex subunit mu-2,6521.67,,5863.15,6254.11,2198.56,5079.24,3684.61,5458.77
Q8R2U0,Q8R2U0,SEH1_MOUSE,Seh1l,Nucleoporin SEH1,3842.51,2391.07,6999.65,2539.17,2028.61,3927.83,3120.99,4172.32
Q8R2Y2,Q8R2Y2,MUC18_MOUSE,Mcam,Cell surface glycoprotein MUC18,64262.8,59188,101125,75083.8,80676.1,71583.4,61956.7,73013.5
Q8R2Y8,Q8R2Y8,PTH2_MOUSE,Ptrh2,"Peptidyl-tRNA hydrolase 2, mitochondrial",126390,121394,135935,111477,180587,158536,145738,134800
Q8R317,Q8R317,UBQL1_MOUSE,Ubqln1,Ubiquilin-1,2396.63,2242.45,,,3779.92,5865.78,2897.04,
Q8R317;Q99NB8,Q8R317;Q99NB8;Q9QZM0,UBQL1_MOUSE;UBQL4_MOUSE,Ubqln1;Ubqln4,Ubiquilin-1,4599.19,866.795,,3376.91,5317.94,7310.64,5844.85,3413.17
Q8R326,Q8R326,PSPC1_MOUSE,Pspc1,Paraspeckle component 1,23820.5,27746.9,16029.1,24695.8,22995.5,21256.4,19885.7,20783.2
Q8R332,Q8R332,NUP58_MOUSE,Nup58,Nucleoporin p58/p45,9677.58,11277.1,12066.9,10127.1,11940,11845.9,8643.99,14343.8
Q8R344,Q8R344,CCD12_MOUSE,Ccdc12,Coiled-coil domain-containing protein 12,23055.1,25366.5,38014.1,26617.3,30066.8,22304.1,25963.3,28295.7
Q8R3B7,Q8R3B7,BRD8_MOUSE,Brd8,Bromodomain-containing protein 8,7797.89,7392.32,5107.84,3876.01,3859.82,5915.16,4620.9,5261.2
Q8R3E3,Q8R3E3,WIPI1_MOUSE,Wipi1,WD repeat domain phosphoinositide-interacting protein 1,,,2709.03,2778.22,3147.23,3835.78,4960.34,
Q8R3F5,Q8R3F5,FABD_MOUSE,Mcat,"Malonyl-CoA-acyl carrier protein transacylase, mitochondrial",19796.3,30138.5,19913.8,31446.1,26225.9,27316.7,21879.6,17640
Q8R3G9,Q8R3G9,TSN8_MOUSE,Tspan8,Tetraspanin-8,7706.86,9249.84,10130.8,6005.73,12526.6,6947.89,6402.11,9629.36
Q8R3H9,Q8R3H9,TTC4_MOUSE,Ttc4,Tetratricopeptide repeat protein 4,,,,1873.33,2242.97,2684.76,2456.04,
Q8R3L2,Q8R3L2,TCF25_MOUSE,Tcf25,Ribosome quality control complex subunit TCF25,23481.9,18309,28417.1,34755.6,19566.6,17751.7,16348.3,23270.6
Q8R3L5,Q8R3L5,SO3A1_MOUSE,Slco3a1,Solute carrier organic anion transporter family member 3A1,4874.91,5281.26,4743.81,4452.12,5950.03,3201.09,3913.05,
Q8R3N1,Q8R3N1,NOP14_MOUSE,Nop14,Nucleolar protein 14,,,,1382.36,1421.52,,909.011,1627.36
Q8R3P0,Q8R3P0,ACY2_MOUSE,Aspa,Aspartoacylase,40107.8,62623.3,49363.8,53265.6,46099.6,47594.1,54803.7,47743.6
Q8R3P9,Q8R3P9,SLF1_MOUSE,Slf1,SMC5-SMC6 complex localization factor protein 1,134549,22942.7,160224,60073.2,70928.1,35828.3,41767.1,136525
Q8R3Q0,Q8R3Q0,SARAF_MOUSE,Saraf,Store-operated calcium entry-associated regulatory factor,9660.76,8213.82,8410.31,10960,9014.74,7770.25,7611.05,9100.06
Q8R3Q6,Q8R3Q6,MIX23_MOUSE,Mix23,Protein MIX23,462252,426866,455230,446507,375505,485952,348875,397006
Q8R3R8,Q8R3R8,GBRL1_MOUSE,Gabarapl1,Gamma-aminobutyric acid receptor-associated protein-like 1,8096.99,,4983.3,7090.31,5029.88,4567.11,,6528.15
Q8R404,Q8R404,MIC13_MOUSE,Micos13,MICOS complex subunit MIC13,,,3867.75,,6295.79,7539.42,10541.2,8271.51
Q8R409,Q8R409,HEXI1_MOUSE,Hexim1,Protein HEXIM1,19830.2,34952.1,23221.2,25523.3,37860.3,37206.8,29140.8,20243.4
Q8R480,Q8R480,NUP85_MOUSE,Nup85,Nuclear pore complex protein Nup85,307176,249005,278259,262637,230538,259770,245991,307253
Q8R4H2,Q8R4H2,ARHGC_MOUSE,Arhgef12,Rho guanine nucleotide exchange factor 12,4992.17,3445.98,8238.96,3043.77,3524.81,5241.36,4439.95,4992.81
Q8R4N0,Q8R4N0,CLYBL_MOUSE,Clybl,"Citramalyl-CoA lyase, mitochondrial",38617.8,32974.3,35128.3,32712.1,30538.8,38099.6,35403.4,41616.2
Q8R4T1,Q8R4T1,CYS1_MOUSE,Cys1,Cystin-1,,7460.75,8795.51,3552.74,4653.47,4098.47,5132.67,5003.17
Q8R4U0,Q8R4U0,STAB2_MOUSE,Stab2,Stabilin-2,9786.41,14076.4,17104,14571.4,14283.2,12352.9,12942.3,12829.3
Q8R4U7,Q8R4U7,LUZP1_MOUSE,Luzp1,Leucine zipper protein 1,21506.2,16642.7,18969.2,19137.3,18823.1,19683,18249.6,20676.4
Q8R4V5,Q8R4V5,OIT3_MOUSE,Oit3,Oncoprotein-induced transcript 3 protein,10425.3,9148.82,13128.7,16094.9,13084.6,10438.8,9602.89,9466.69
Q8R4Y4,Q8R4Y4,STAB1_MOUSE,Stab1,Stabilin-1,32370.7,32714,31202.4,35105.8,31775.8,32472.6,31108.8,32360.4
Q8R519,Q8R519,ACMSD_MOUSE,Acmsd,2-amino-3-carboxymuconate-6-semialdehyde decarboxylase,29707.1,22029.8,25747.7,24802,33688.2,19864.9,35978.4,39521.5
Q8R550,Q8R550,SH3K1_MOUSE,Sh3kbp1,SH3 domain-containing kinase-binding protein 1,8745.93,3901.59,6797.54,8934.58,8575.04,9457.56,5409.35,4670.26
Q8R570,Q8R570,SNP47_MOUSE,Snap47,Synaptosomal-associated protein 47,9375.53,15064.5,7914.38,11222.9,10250.3,8550.45,10940.5,7556.38
Q8R574,Q8R574,KPRB_MOUSE,Prpsap2,Phosphoribosyl pyrophosphate synthase-associated protein 2,41969.7,39235.1,44091.7,41067.2,46271,46489.4,44344,33984.7
Q8R5A3,Q8R5A3,AB1IP_MOUSE,Apbb1ip,Amyloid beta A4 precursor protein-binding family B member 1-interacting protein,9996.53,9712.38,10227,7547.42,6350.35,7904.78,8781.81,12416.4
Q8R5F7,Q8R5F7,IFIH1_MOUSE,Ifih1,Interferon-induced helicase C domain-containing protein 1,,1591.49,3745.81,2213.96,2868.06,4035.72,1539.33,3637.13
Q8R5H1,Q8R5H1,UBP15_MOUSE,Usp15,Ubiquitin carboxyl-terminal hydrolase 15,4528.14,6826.48,3572.51,8217.41,6846.7,5188.26,6852.64,5732.78
Q8R5I6,Q8R5I6,GSTM4_MOUSE,Gstm4,Glutathione S-transferase Mu 4,10971.4,9511.89,9535.7,12683,10642.6,15126.8,10664.6,10036
Q8R5J9,Q8R5J9,PRAF3_MOUSE,Arl6ip5,PRA1 family protein 3,9978.32,7390.03,5638.41,8167.3,9415.33,12236.4,11967.2,10017.8
Q8R5M8,Q8R5M8,CADM1_MOUSE,Cadm1,Cell adhesion molecule 1,55087.4,33369.6,38265.2,51020.8,77170.2,36459.2,39733.2,51400.5
Q8VBT0,Q8VBT0,TMX1_MOUSE,Tmx1,Thioredoxin-related transmembrane protein 1,16863.1,12796.5,18305.3,18594.1,16855.2,17610.5,15417.4,21137
Q8VBT2,Q8VBT2,SDHL_MOUSE,Sds,L-serine dehydratase/L-threonine deaminase,78019.8,59937.3,64760.7,74829.1,55440.1,65995.6,61196.8,70114.8
