Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep4_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep3_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep2_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_treat_rep1_R1.raw,Y:\11_Astral_Stitch\250625_Stitch_S4612_IB_PISA_liver_stauros_control_rep1_R1.raw
Q8C3B8,Q8C3B8,RFT1_MOUSE,Rft1,Protein RFT1 homolog,34151.1,43823.5,21525,32494.8,25505.5,35529.6,29810.1,30797.7
Q8C3W1,Q8C3W1,CA198_MOUSE,,Uncharacterized protein C1orf198 homolog,57941.3,48700.3,61826.5,46593.2,56966.5,63155.9,49159.1,54698.6
Q8C3X2,Q8C3X2,CC90B_MOUSE,Ccdc90b,"Coiled-coil domain-containing protein 90B, mitochondrial",20292.3,19970.4,13449.3,21478.2,18748.4,16220.4,18444,24086.8
Q8C3X8,Q8C3X8,LMF2_MOUSE,Lmf2,Lipase maturation factor 2,5815.04,8363.7,4095.02,3898.8,4355.51,3996.73,6354.36,4031.82
Q8C407,Q8C407,YIPF4_MOUSE,Yipf4,Protein YIPF4,51569.9,71955.8,70942.7,70766.9,67933.2,67841.7,73706.6,63931.6
Q8C4B4,Q8C4B4,U119B_MOUSE,Unc119b,Protein unc-119 homolog B,16395.5,,25738,19278.3,,14617.5,22056.9,19297.6
Q8C4X7,Q8C4X7,MNARL_MOUSE,Minar2,Major intrinsically disordered NOTCH2-binding receptor 1-like homolog,110506,73527.8,143132,100034,140259,169140,174183,201688
Q8C4Y3,Q8C4Y3,NELFB_MOUSE,Nelfb,Negative elongation factor B,34851,26218.1,31092.1,28179,24341.6,26617.6,18446.4,14533.3
Q8C522,Q8C522,ENDD1_MOUSE,Endod1,Endonuclease domain-containing 1 protein,54976.6,61955.9,38116.4,50141.8,40536,38863.8,38311.8,48060.3
Q8C525,Q8C525,M21D2_MOUSE,Mb21d2,Nucleotidyltransferase MB21D2,30464.9,40327.8,33696.6,32019.9,31434.4,23378.9,26662.1,28967.7
Q8C561,Q8C561,LMBD2_MOUSE,Lmbrd2,G-protein coupled receptor-associated protein LMBRD2,4043.3,,3728,4151.23,6795.65,6602.81,4098.32,4568.71
Q8C5H8,Q8C5H8,NAKD2_MOUSE,Nadk2,"NAD kinase 2, mitochondrial",954654,951811,821292,854529,866379,866901,871486,863341
Q8C5L3,Q8C5L3,CNOT2_MOUSE,Cnot2,CCR4-NOT transcription complex subunit 2,13381.9,,,20677.9,,,17927.5,17067.8
Q8C5L6,Q8C5L6,INP5K_MOUSE,Inpp5k,Inositol polyphosphate 5-phosphatase K,,,,,1093.83,,3169.71,2224.58
Q8C5N5,Q8C5N5,PDD2L_MOUSE,Pdcd2l,Programmed cell death protein 2-like,,10598.2,,10641.2,,,7346.57,7454.8
Q8C5P7,Q8C5P7,TDRP_MOUSE,Tdrp,Testis development-related protein,23790.8,23350.4,24597.5,23084.3,27959.1,25227.8,27320.9,36971.9
Q8C5Q4,Q8C5Q4,GRSF1_MOUSE,Grsf1,G-rich sequence factor 1,,4927.51,8663.18,7513.41,15233.4,,13588.5,16881.7
Q8C5R2,Q8C5R2,PRSR2_MOUSE,Proser2,Proline and serine-rich protein 2,160219,158879,170741,171450,170621,176312,134920,111079
Q8C5W0,Q8C5W0,CLMN_MOUSE,Clmn,Calmin,64642.9,69402.1,82949.5,75515.6,61588.2,65806.1,60701.4,68201.6
Q8C5W3,Q8C5W3,TBCEL_MOUSE,Tbcel,Tubulin-specific chaperone cofactor E-like protein,9562.62,12503.6,,,13262.8,15619.6,21242.3,23061.6
Q8C650,Q8C650,SEP10_MOUSE,Septin10,Septin-10,190725,232451,96969.9,170680,151597,172030,148490,140398
Q8C6B9,Q8C6B9,AROS_MOUSE,Rps19bp1,Active regulator of SIRT1,51226.3,42315.2,49430.4,43826.8,36916.9,38226.7,24645.5,34001.6
Q8C6E0,Q8C6E0,CFA36_MOUSE,Cfap36,Cilia- and flagella-associated protein 36,12096.3,15609.9,6378.87,9272.14,10232.8,,14878.8,22848.9
Q8C6G8,Q8C6G8,WDR26_MOUSE,Wdr26,WD repeat-containing protein 26,19030.5,18841.8,,14422.4,15273.3,16480.6,18351.7,16263.6
Q8C6I2,Q8C6I2,SDHF2_MOUSE,Sdhaf2,"Succinate dehydrogenase assembly factor 2, mitochondrial",76381.7,68186.3,84257.1,71057.4,81754.3,91375.2,84241.5,100289
Q8C729,Q8C729,HYCC2_MOUSE,Hycc2,Hyccin 2,15815.6,26130.3,23641,20311.6,17089.9,25647.5,15871.7,21776.6
Q8C767,Q8C767,PPR3B_MOUSE,Ppp1r3b,Protein phosphatase 1 regulatory subunit 3B,10195.3,,,,,,8462.4,
Q8C7D2,Q8C7D2,CRBN_MOUSE,Crbn,Protein cereblon,7176.21,,,6313.79,17777.1,16311.1,12730.3,10500.9
Q8C7E7,Q8C7E7,STBD1_MOUSE,Stbd1,Starch-binding domain-containing protein 1,131474,118546,112336,139854,148583,154960,122465,148839
Q8C7E9,Q8C7E9,CSTFT_MOUSE,Cstf2t,Cleavage stimulation factor subunit 2 tau variant,35150.1,,30560.1,32163.4,,,25001.1,21395.7
Q8C7G5,Q8C7G5,APOA5_MOUSE,Apoa5,Apolipoprotein A-V,296415,286983,244568,223115,274034,309329,329626,356294
Q8C7H1,Q8C7H1,MMAA_MOUSE,Mmaa,"Methylmalonic aciduria type A homolog, mitochondrial",20196.6,18899.7,14751.6,21062.1,15718.4,21225.6,14764.8,17390.4
Q8C7Q4;Q8VE92,Q8C7Q4;Q8VE92,RBM4B_MOUSE;RBM4_MOUSE,Rbm4;Rbm4b,RNA-binding protein 4,72937.3,66476.7,79786.8,77917.6,70886.8,81365.1,61800.8,62178.3
Q8C7R4,Q8C7R4,UBA6_MOUSE,Uba6,Ubiquitin-like modifier-activating enzyme 6,23178.3,,,,9973.95,14370,13872.4,11769.3
Q8C7X2,Q8C7X2,EMC1_MOUSE,Emc1,ER membrane protein complex subunit 1,81947.1,79744.3,72136.3,78347.3,80502.9,89044.2,77964.2,91130.5
Q8C863,Q8C863,ITCH_MOUSE,Itch,E3 ubiquitin-protein ligase Itchy,94517.1,72833.9,,80603.9,142005,154586,134873,116338
Q8C878,Q8C878,UBA3_MOUSE,Uba3,NEDD8-activating enzyme E1 catalytic subunit,100136,113534,69367.1,71601.2,87703.8,72357.8,76338,72192
Q8C8R3,Q8C8R3,ANK2_MOUSE,Ank2,Ankyrin-2,23095.8,25138.3,28488.6,31053.2,37179.6,23333.3,23484.8,25767.1
Q8C8T8,Q8C8T8,TSR2_MOUSE,Tsr2,Pre-rRNA-processing protein TSR2 homolog,438433,467661,496866,618667,454566,514329,301630,300969
Q8C8U0,Q8C8U0,LIPB1_MOUSE,Ppfibp1,Liprin-beta-1,12828.1,16099.7,15504.7,18245.1,13172.1,,11341.2,15085.5
Q8C9B9,Q8C9B9,DIDO1_MOUSE,Dido1,Death-inducer obliterator 1,221697,217165,261774,235829,209123,230212,183108,176759
Q8C9S4,Q8C9S4,CC186_MOUSE,Ccdc186,Coiled-coil domain-containing protein 186,38756.9,46905.4,39990.8,39958,43230.8,51386.2,36807,28523.8
Q8CAA7,Q8CAA7,PGM2L_MOUSE,Pgm2l1,"Glucose 1,6-bisphosphate synthase",24998,18383,26373.1,22439,22059.1,22946.4,14372.8,18109.5
Q8CAF4,Q8CAF4,NHSL1_MOUSE,Nhsl1,NHS-like protein 1,19129,28767.4,28050.9,35707.9,28813.6,26942.8,25771,20362.4
Q8CAK1,Q8CAK1,CAF17_MOUSE,Iba57,"Putative transferase CAF17 homolog, mitochondrial",97540.5,112790,138131,109439,123628,144066,144880,201751
Q8CAK3,Q8CAK3,SHFL_MOUSE,Shfl,Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog,528617,608542,609489,622591,563571,577177,391264,466673
Q8CAQ8,Q8CAQ8,MIC60_MOUSE,Immt,MICOS complex subunit Mic60,1.69E+06,1.64E+06,1.46E+06,1.63E+06,1.56E+06,1.64E+06,1.71E+06,1.76E+06
Q8CAS9,Q8CAS9,PARP9_MOUSE,Parp9,Protein mono-ADP-ribosyltransferase PARP9,15184.7,15584.8,18275.1,17239.5,17240.5,14279.9,19072.8,20123.5
Q8CAY6,Q8CAY6,THIC_MOUSE,Acat2,"Acetyl-CoA acetyltransferase, cytosolic",1.64E+07,1.77E+07,1.89E+07,1.82E+07,1.74E+07,1.83E+07,1.81E+07,1.83E+07
Q8CB77,Q8CB77,ELOA1_MOUSE,Eloa,Elongin-A,58757.8,57563.3,75217.2,73664,74139.6,78796.9,66185.7,78647.2
Q8CBC4,Q8CBC4,CNST_MOUSE,Cnst,Consortin,26412,43927.8,40396.3,31627.4,43691.5,31994.8,27552,26111.2
Q8CBC6,Q8CBC6,LRRN3_MOUSE,Lrrn3,Leucine-rich repeat neuronal protein 3,43595.6,40328.4,69542.4,32195.8,29466,44664.1,34305.4,26211
Q8CBE3,Q8CBE3,WDR37_MOUSE,Wdr37,WD repeat-containing protein 37,3052.85,4154.91,4117.67,,5242.82,3438.97,3605.88,
Q8CBW3,P62484;Q8CBW3,ABI1_MOUSE,Abi1,Abl interactor 1,143284,135887,132654,131952,149985,155970,148513,181728
Q8CBY0,Q8CBY0,GATC_MOUSE,Gatc,"Glutamyl-tRNA(Gln) amidotransferase subunit C, mitochondrial",,,,,9881.57,10017,6138.47,7467.79
Q8CBY8,Q8CBY8,DCTN4_MOUSE,Dctn4,Dynactin subunit 4,83780.7,83600.7,82157.3,92206.7,87755.4,88050.6,109264,97576.4
Q8CC21,Q8CC21,TTC19_MOUSE,Ttc19,"Tetratricopeptide repeat protein 19, mitochondrial",47761,,39096.5,,58942.2,45492.3,44297.4,35722.4
Q8CC86,Q8CC86,PNCB_MOUSE,Naprt,Nicotinate phosphoribosyltransferase,2.23E+06,2.18E+06,2.08E+06,2.23E+06,2.24E+06,2.12E+06,2.39E+06,2.57E+06
Q8CC88,Q8CC88,VWA8_MOUSE,Vwa8,von Willebrand factor A domain-containing protein 8,66815.6,60355,55465.5,54629.4,48950.2,54730.5,55583.1,60531.3
Q8CCF0,Q8CCF0,PRP31_MOUSE,Prpf31,U4/U6 small nuclear ribonucleoprotein Prp31,12384.9,21151.4,14496.7,16299.1,10789.9,16704.5,14017.9,13358.7
Q8CCH2,Q8CCH2,NHLC3_MOUSE,Nhlrc3,NHL repeat-containing protein 3,44063.6,38924.5,,,41942.2,46237.7,37579.3,29168.5
Q8CCI5,Q8CCI5,RYBP_MOUSE,Rybp,RING1 and YY1-binding protein,41991.1,6781.1,35064.5,19985.1,26691.6,28923.3,30058.5,54557.4
Q8CCJ3,Q8CCJ3,UFL1_MOUSE,Ufl1,E3 UFM1-protein ligase 1,21601.5,13347,,9455.03,12219.2,16792.5,16355.9,16682.3
Q8CCM6,Q8CCM6,TIM21_MOUSE,Timm21,Mitochondrial import inner membrane translocase subunit Tim21,223320,196275,222002,225129,233755,235885,251818,230982
Q8CCN5,Q8CCN5,BCAS3_MOUSE,Bcas3,BCAS3 microtubule associated cell migration factor,71176.3,70667.6,53294,56293.2,55696.8,53833.6,57658.5,68510.8
Q8CCP0,Q8CCP0,NEMF_MOUSE,Nemf,Ribosome quality control complex subunit NEMF,,,,6694.59,11655.3,,5141.25,4337.44
Q8CCS6,Q8CCS6,PABP2_MOUSE,Pabpn1,Polyadenylate-binding protein 2,91754,84061.5,69989.4,72909.7,69959.9,95930.6,71361,67230.3
Q8CCT4;Q8R0A5,Q8CCT4;Q8R0A5,TCAL3_MOUSE;TCAL5_MOUSE,Tceal3;Tceal5,Transcription elongation factor A protein-like 5,15579.5,,9028.09,,10448.9,5541.24,9655.93,
Q8CD10,Q8CD10,MICU2_MOUSE,Micu2,"Calcium uptake protein 2, mitochondrial",,26016.3,14492.3,,,26731.5,30127.9,26353.7
Q8CD26,Q8CD26,S35E1_MOUSE,Slc35e1,Solute carrier family 35 member E1,6268.61,,6791.19,13480.9,,12049.7,8710.14,7771.15
Q8CDA1,Q8CDA1,SAC2_MOUSE,Inpp5f,Phosphatidylinositide phosphatase SAC2,,29374.9,35848.3,38019,43697.8,44333.1,36655.6,39065.4
Q8CDG3,Q8CDG3,VCIP1_MOUSE,Vcpip1,Deubiquitinating protein VCPIP1,66959.3,60908.3,73024.4,70093.7,62176.4,71405.1,58964.4,64856.6
Q8CDJ8,Q8CDJ8,STON1_MOUSE,Ston1,Stonin-1,16191.6,17634.8,13552.2,13642.3,19030,12826.9,10704.5,11643.4
Q8CDM8,Q8CDM8,FHI2A_MOUSE,Fhip2a,FHF complex subunit HOOK interacting protein 2A,36788.5,41607.5,52620.4,37097.9,39788.4,32567.5,39248.7,39118.3
Q8CDN6,Q8CDN6,TXNL1_MOUSE,Txnl1,Thioredoxin-like protein 1,630314,552020,534461,652802,608437,572385,632437,730921
Q8CDU5,Q8CDU5,EFHB_MOUSE,Efhb,EF-hand domain-containing family member B,30499.8,,28764.6,,33313,,36269.9,25168.2
Q8CE47,Q8CE47,S49A3_MOUSE,Slc49a3,Solute carrier family 49 member A3,,,,,,28090.5,21829.6,15221.1
Q8CE96,Q8CE96,TRM6_MOUSE,Trmt6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,56053.2,46727.1,49660.4,47168.5,50130.6,48945.4,47765.8,57829.8
Q8CEE7,Q8CEE7,RDH13_MOUSE,Rdh13,Retinol dehydrogenase 13,71431.6,67163.2,74432.6,74739.9,71805.1,68893.7,75003.3,72706.5
Q8CEI1,Q8CEI1,BOLA3_MOUSE,Bola3,BolA-like protein 3,568372,604304,492978,507169,646920,766526,1.05E+06,1.31E+06
Q8CES0,Q8CES0,NAA30_MOUSE,Naa30,N-alpha-acetyltransferase 30,17117.6,14118.8,13469,20462.4,16710.4,10758.3,16708.1,15411.4
Q8CF02,Q8CF02,FM25C_MOUSE,Fam25c,Protein FAM25C,309136,277387,276905,317729,425507,271328,539061,682107
Q8CF89,Q8CF89,TAB1_MOUSE,Tab1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,49331.7,27267.7,,25897.7,38132.1,28796.6,26152.7,22465.6
Q8CF94,Q8CF94,RHD_MOUSE,Rhd,Blood group Rh(D) polypeptide,22587,26419.1,28104.3,23614.1,29670.1,27900.7,20897.7,10476.9
Q8CF98,Q8CF98,COL10_MOUSE,Colec10,Collectin-10,,51397.7,,,,,,23282.7
Q8CFA2,Q8CFA2,GCST_MOUSE,Amt,"Aminomethyltransferase, mitochondrial",65328,60125.5,43171.9,41964.6,57509,37247.1,43348,51215.8
Q8CFC7,Q8CFC7,CLASR_MOUSE,Clasrp,CLK4-associating serine/arginine rich protein,,,,5291.06,7452.75,,6579.97,5609.99
Q8CFD4,Q8CFD4,SNX8_MOUSE,Snx8,Sorting nexin-8,5471.2,7967.39,5610.77,10321,10224.8,,7050.39,4322.64
Q8CFE4,Q8CFE4,SCYL2_MOUSE,Scyl2,SCY1-like protein 2,,,,,,,13460.7,7394.92
Q8CFI2,Q8CFI2,UB2R1_MOUSE,Cdc34,Ubiquitin-conjugating enzyme E2 R1,13613.3,,,,,15393.3,10943.4,15924.3
Q8CFI5,Q8CFI5,SYPM_MOUSE,Pars2,"Probable proline--tRNA ligase, mitochondrial",49487,,,,24892.6,39936.8,36865.2,34389.8
Q8CFI7,Q8CFI7,RPB2_MOUSE,Polr2b,DNA-directed RNA polymerase II subunit RPB2,,,,20716.6,,38588.3,87217.4,171306
Q8CFJ7,Q8CFJ7,S2545_MOUSE,Slc25a45,Solute carrier family 25 member 45,357923,402758,372220,399903,378379,420148,399088,455037
Q8CFV4,Q8CFV4,NRN1_MOUSE,Nrn1,Neuritin,137898,109089,105573,137745,129874,152346,103024,97965.7
Q8CFX1,Q8CFX1,G6PE_MOUSE,H6pd,GDH/6PGL endoplasmic bifunctional protein,420333,441555,383748,426061,408336,420117,444469,434482
Q8CG14,Q8CG14,CS1A_MOUSE,C1s1,Complement C1s-1 subcomponent,162980,160056,166050,175109,148443,144860,125345,141369
Q8CG16,Q8CG16;Q8CFG9,C1RA_MOUSE,C1ra,Complement C1r-A subcomponent,33961.6,27728,28120.7,35622.1,30960.2,36293.9,31424.5,35115.2
Q8CG50,Q8CG50,RAB43_MOUSE,Rab43,Ras-related protein Rab-43,17527.8,13682.7,13731,17874.4,12271.6,8964.14,6781.76,5658.87
Q8CG64,Q8CG64,FKRP_MOUSE,Fkrp,Ribitol 5-phosphate transferase FKRP,18466.8,21358.7,23684.1,30182,14918.3,24223.7,17329.8,16677.3
Q8CG72,Q8CG72,ADPRS_MOUSE,Adprs,ADP-ribosylhydrolase ARH3,11853.8,22899.4,24746.9,,17883.6,22424.2,27700.6,32203.6
Q8CG73,Q8CG73,FTM_MOUSE,Rpgrip1l,Protein fantom,,,,,,,155789,137600
Q8CG76,Q8CG76,ARK72_MOUSE,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,339679,352535,307190,297817,286401,287056,323507,381114
Q8CGA0,Q8CGA0,PPM1F_MOUSE,Ppm1f,Protein phosphatase 1F,26038.1,41053.7,,25256.7,24097.6,29541.1,31239.9,30971.3
Q8CGA3,Q8CGA3,LAT4_MOUSE,Slc43a2,Large neutral amino acids transporter small subunit 4,10150.7,8176.27,4362.29,6240.9,9926.25,7388.86,6321.64,11212.8
Q8CGB6,Q8CGB6,TENS2_MOUSE,Tns2,Tensin-2,41844.8,37236.5,40344.1,45208.8,32865.1,38930.3,34049.7,36191.8
Q8CGC4,Q8CGC4,LS14B_MOUSE,Lsm14b,Protein LSM14 homolog B,,,,16507.1,14302,32280.7,15432.4,24958.8
Q8CGC7,Q8CGC7,SYEP_MOUSE,Eprs1,Bifunctional glutamate/proline--tRNA ligase,108662,86545.5,91677.4,85563.8,94199.6,101222,100165,111336
Q8CGE8,D0QMC3;P0DOV1;Q8CGE8,IFI5A_MOUSE,Ifi205a,Interferon-activable protein 205-A,26319.1,30687.6,35278.9,24777.6,23936.6,23026.9,23961.1,29024.5
Q8CGF1,Q8CGF1,RHG29_MOUSE,Arhgap29,Rho GTPase-activating protein 29,43940.2,34927.5,52999.6,53989.1,48711.1,49512.5,47064.8,38054.3
Q8CGF5,Q8CGF5,TLCD4_MOUSE,Tlcd4,TLC domain-containing protein 4,19537.1,21027.9,25705.8,18863.5,18354,27713.8,24159.2,18025.7
Q8CGI1,Q8CGI1,F193A_MOUSE,Fam193a,Protein FAM193A,38253.9,,,50778.9,37955.9,,24471.8,19243.2
Q8CGK3,Q8CGK3,LONM_MOUSE,Lonp1,"Lon protease homolog, mitochondrial",144446,135038,91383.4,128932,120990,123812,123733,145043
Q8CGN4,Q8CGN4,BCOR_MOUSE,Bcor,BCL-6 corepressor,626.417,1321.18,,,3482.51,1523.35,1481.62,1153.93
Q8CGU1,Q8CGU1,CACO1_MOUSE,Calcoco1,Calcium-binding and coiled-coil domain-containing protein 1,14196,18188.6,21434.5,13387.1,,16033,10157.6,10642.5
Q8CGY8,Q8CGY8,OGT1_MOUSE,Ogt,UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit,9996.05,14298.6,,,10905.8,12646.7,11718.3,11954.9
Q8CGZ0,Q8CGZ0,CHERP_MOUSE,Cherp,Calcium homeostasis endoplasmic reticulum protein,114457,96714.8,113678,90618.9,112438,88753.5,92766.1,86477.5
Q8CH02,Q8CH02,SUGP1_MOUSE,Sugp1,SURP and G-patch domain-containing protein 1,45936.8,45904.8,46126.7,45068.1,45542.3,38794.7,39572.8,35739.9
Q8CH18,Q8CH18,CCAR1_MOUSE,Ccar1,Cell division cycle and apoptosis regulator protein 1,243793,223170,249760,255542,242978,272362,252546,267053
Q8CH25,Q8CH25,SLTM_MOUSE,Sltm,SAFB-like transcription modulator,2.14E+06,2.25E+06,2.15E+06,2.05E+06,2.15E+06,2.20E+06,1.80E+06,1.91E+06
Q8CH40,Q8CH40,NUDT6_MOUSE,Nudt6,Nucleoside diphosphate-linked moiety X motif 6,33789.9,64306.3,46740.8,37930.5,52001.1,54788.8,59401.5,58642.7
Q8CH62,Q8CH62,LTO1_MOUSE,Lto1,Protein LTO1 homolog,63615.8,63634.9,46923.9,37185,,44109.1,109748,186121
Q8CHC4,Q8CHC4,SYNJ1_MOUSE,Synj1,Synaptojanin-1,31168.7,23286.4,22894.1,23417.9,28970.3,25253.1,21377,23220.2
Q8CHE4,Q8CHE4,PHLP1_MOUSE,Phlpp1,PH domain leucine-rich repeat-containing protein phosphatase 1,,,,55185.3,,44515.1,3814.82,2125.75
Q8CHG3,Q8CHG3,GCC2_MOUSE,Gcc2,GRIP and coiled-coil domain-containing protein 2,73691.1,73131.1,74713.3,75891.9,72781.1,72839.5,62548.6,61975.5
Q8CHH9,Q8CHH9,SEPT8_MOUSE,Septin8,Septin-8,166205,75294.1,81003,153555,138110,166953,166354,187441
Q8CHI8,Q8CHI8,EP400_MOUSE,Ep400,E1A-binding protein p400,20699.2,20247.4,,,,26302.4,17942.3,17330
Q8CHK3,Q8CHK3,MBOA7_MOUSE,Mboat7,Lysophospholipid acyltransferase 7,50216.2,71778.6,39084.3,64183.8,52873.5,55409.9,66755.7,45925
Q8CHP5,Q8CHP5,PYM1_MOUSE,Pym1,Partner of Y14 and mago,798170,708389,796777,740646,782893,800013,841079,989642
Q8CHP6,Q8CHP6,PHC3_MOUSE,Phc3,Polyhomeotic-like protein 3,47301.5,53658.6,58323.2,33013.2,27560,71571.2,41167.5,44190.1
Q8CHP8,Q8CHP8,PGP_MOUSE,Pgp,Glycerol-3-phosphate phosphatase,1.39E+06,1.46E+06,1.49E+06,1.54E+06,1.43E+06,1.62E+06,1.42E+06,1.36E+06
Q8CHQ9,Q8CHQ9,NT8F2_MOUSE,Nat8f2,N-acetyltransferase family 8 member 2,75148.6,78403.9,83004.7,81538.8,76214.4,76894.9,95091,106452
Q8CHR6,Q8CHR6,DPYD_MOUSE,Dpyd,Dihydropyrimidine dehydrogenase [NADP(+)],865801,818833,664134,679488,674029,754734,775722,818630
Q8CHT0,Q8CHT0,AL4A1_MOUSE,Aldh4a1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",615944,624874,458715,503700,546711,527843,583695,667782
Q8CHT1,Q8CHT1,NGEF_MOUSE,Ngef,Ephexin-1,19898.6,28350.2,27740.1,24889.4,25393.1,27787.2,24058.3,26996.7
Q8CHT6,Q8CHT6,F169B_MOUSE,Fam169b,Protein FAM169B,,,,,,,15170.9,10996.2
Q8CHU3,Q8CHU3,EPN2_MOUSE,Epn2,Epsin-2,29709.2,32454.1,37831.7,33250.2,32881,26296.4,32168,39333.8
Q8CHW4,Q8CHW4,EI2BE_MOUSE,Eif2b5,Translation initiation factor eIF-2B subunit epsilon,12372.4,17355.3,18857.2,12206.5,13692.6,10973.6,20112.7,24091.5
Q8CHY3,Q8CHY3,DYM_MOUSE,Dym,Dymeclin,57421.7,50476.3,50717.5,54255.4,52053.3,61459.8,60788.3,62193.1
Q8CHY6,Q8CHY6,P66A_MOUSE,Gatad2a,Transcriptional repressor p66 alpha,49975.1,53451,59007.6,69906.9,65411,72631.7,59391,56571.6
Q8CHY7,Q8CHY7,TTC23_MOUSE,Ttc23,Tetratricopeptide repeat protein 23,,,,65134.6,,,,
Q8CI08,Q8CI08,SLAI2_MOUSE,Slain2,SLAIN motif-containing protein 2,158699,169700,182136,184219,163410,173440,123427,132735
Q8CI32,Q8CI32,BAG5_MOUSE,Bag5,BAG family molecular chaperone regulator 5,81193.3,72731.3,65169.9,59928.2,67338.9,66093.1,86035.6,85150.2
Q8CI33,Q8CI33,C19L1_MOUSE,Cwf19l1,CWF19-like protein 1,,,,,4988.92,17952.7,8377.93,10296.8
Q8CI43,Q8CI43,MYL6B_MOUSE,Myl6b,Myosin light chain 6B,35333.3,27549,,24654.4,20422.7,26982.2,12976.6,16479.1
Q8CI51,Q8CI51,PDLI5_MOUSE,Pdlim5,PDZ and LIM domain protein 5,1.50E+06,1.40E+06,1.40E+06,1.49E+06,1.64E+06,1.46E+06,1.97E+06,2.24E+06
Q8CI52,Q8CI52,ASTRC_MOUSE,Gramd1c,Protein Aster-C,92694.9,,,,,76018.1,,
Q8CI59,Q8CI59,STEA3_MOUSE,Steap3,Metalloreductase STEAP3,40985.8,36638.1,49186.8,45162.6,35801.8,42813.1,28971.9,25370.1
Q8CI61,Q8CI61,BAG4_MOUSE,Bag4,BAG family molecular chaperone regulator 4,14856.9,9659.48,13230.3,11136.2,17740.3,18444.8,15931.5,18214.6
Q8CI75,Q8CI75,DI3L2_MOUSE,Dis3l2,DIS3-like exonuclease 2,56837.7,55602.1,42132.8,49955,44589.6,52073,47058,50097.8
Q8CI78,Q8CI78,RMND1_MOUSE,Rmnd1,Required for meiotic nuclear division protein 1 homolog,13430,,,,14205.5,18542.7,13858.6,14379.2
Q8CI94,Q9WUB3;Q8CI94,PYGB_MOUSE,Pygb,"Glycogen phosphorylase, brain form",198205,197476,159363,178156,173579,171274,196031,178934
Q8CI95,Q8CI95,OSB11_MOUSE,Osbpl11,Oxysterol-binding protein-related protein 11,12949.3,15208.1,16410.1,13523.9,,,7026.95,7952.25
Q8CIB5,Q8CIB5,FERM2_MOUSE,Fermt2,Fermitin family homolog 2,129515,130667,108033,111438,119680,123321,124431,137021
Q8CIB6,Q8CIB6,TM230_MOUSE,Tmem230,Transmembrane protein 230,273833,313184,353515,293427,273976,259904,188889,223604
Q8CIE0,Q8CIE0,SPA11_MOUSE,Serpina11,Serpin A11,15497.4,16906.2,20042.7,21281.5,20718.8,22968.3,18374.9,15359.7
Q8CIE2,Q8CIE2,ZMIZ2_MOUSE,Zmiz2,Zinc finger MIZ domain-containing protein 2,,,,,,,7375.25,5123.36
Q8CIE6,Q8CIE6,COPA_MOUSE,Copa,Coatomer subunit alpha,160981,152880,133625,124355,125974,131474,151812,165491
Q8CIF4,Q8CIF4,BTD_MOUSE,Btd,Biotinidase,639248,584349,566437,643967,659880,643967,590587,577532
Q8CIF6,Q8CIF6,SIDT2_MOUSE,Sidt2,SID1 transmembrane family member 2,102926,101548,90665.9,85664.6,90582,126347,98524,104141
Q8CIG8,Q8CIG8,ANM5_MOUSE,Prmt5,Protein arginine N-methyltransferase 5,37129.5,28643.9,23155.4,26961.8,26130.6,36170,33350.4,35475.1
Q8CIH9,Q8CIH9,PUR1_MOUSE,Ppat,Amidophosphoribosyltransferase,233174,229720,203714,238550,227000,238918,241036,226007
Q8CIM7,Q8CIM7,CP2DQ_MOUSE,Cyp2d26,Cytochrome P450 2D26,3.35E+06,2.84E+06,3.39E+06,2.77E+06,3.25E+06,2.66E+06,3.95E+06,3.64E+06
Q8CIN4,Q8CIN4,PAK2_MOUSE,Pak2,Serine/threonine-protein kinase PAK 2,337764,283562,288191,301404,319034,258529,309726,273928
Q8CIV2,Q8CIV2,MBRL_MOUSE,Tmem259,Membralin,,,,,,11609.1,6881.05,7473.44
Q8CIZ8,Q8CIZ8,VWF_MOUSE,Vwf,von Willebrand factor,52953.5,56965,45843.8,59385.3,64227,52478.8,55261.1,48421.9
