Protein.Group,Protein.Ids,Protein.Names,Genes,First.Protein.Description,/nextflow_runs/work/0b/cd9f8e0d84ba1195e591146376f93f/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep3_R1.mzML,/nextflow_runs/work/d7/f784ad75390802c2c3b005e80fff55/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep2_R1.mzML,/nextflow_runs/work/a1/85649604e2b2415d2f64f44be281e9/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep4_R1.mzML,/nextflow_runs/work/56/7b52e7aeb74109b02169869c2d7ecc/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep4_R1.mzML,/nextflow_runs/work/1a/e8750790b3adc3a7a1a37645361f80/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep1_R1.mzML,/nextflow_runs/work/3e/0970b23559fe20edc6370815db8ee6/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep1_R1.mzML,/nextflow_runs/work/20/b9465cbeac6ea65d7bd30af785176a/250625_Stitch_S4611_IB_TPP_stauros_treat_T6_rep2_R1.mzML,/nextflow_runs/work/70/9fc6e04e87ba43745794f5582a1775/250625_Stitch_S4610_IB_TPP_stauros_control_T6_rep3_R1.mzML
Q8C8T8,Q8C8T8,TSR2_MOUSE,Tsr2,Pre-rRNA-processing protein TSR2 homolog,133916,100870,90999.2,107018,105155,80579.1,80781.7,112240
Q8C8U0,Q8C8U0,LIPB1_MOUSE,Ppfibp1,Liprin-beta-1,4277.12,1893.74,6395.79,6222.88,1609.04,5992.16,4158.14,1783.66
Q8C9B9,Q8C9B9,DIDO1_MOUSE,Dido1,Death-inducer obliterator 1,56748.6,39040.9,51072.5,53793.3,58610.5,44829.8,46508.8,46452.4
Q8C9S4,Q8C9S4,CC186_MOUSE,Ccdc186,Coiled-coil domain-containing protein 186,17419.8,16739.1,12477.9,15100.5,17344.4,16251.3,16125.9,14313
Q8CAA7,Q8CAA7,PGM2L_MOUSE,Pgm2l1,"Glucose 1,6-bisphosphate synthase",5523.66,1477.81,2307.27,3427.72,4059.9,4013.41,1964.22,4364.54
Q8CAF4,Q8CAF4,NHSL1_MOUSE,Nhsl1,NHS-like protein 1,7398.71,4392.65,8206.21,8987.01,5641.84,7023.39,7423.63,5023.61
Q8CAK1,Q8CAK1,CAF17_MOUSE,Iba57,"Putative transferase CAF17 homolog, mitochondrial",34504.7,40368.1,39970.6,44546.1,42854.9,45617.2,50018.8,29376.3
Q8CAK3,Q8CAK3,SHFL_MOUSE,Shfl,Shiftless antiviral inhibitor of ribosomal frameshifting protein homolog,125243,103393,108068,88841,124716,117492,121396,179496
Q8CAQ8,Q8CAQ8,MIC60_MOUSE,Immt,MICOS complex subunit Mic60,508021,613897,625391,566546,566746,665934,572530,546253
Q8CAS9,Q8CAS9,PARP9_MOUSE,Parp9,Protein mono-ADP-ribosyltransferase PARP9,,,,,1714.16,2848.19,1582.79,
Q8CAY6,Q8CAY6,THIC_MOUSE,Acat2,"Acetyl-CoA acetyltransferase, cytosolic",8.71E+06,7.52E+06,1.11E+07,8.16E+06,8.46E+06,7.54E+06,1.27E+07,4.92E+06
Q8CB77,Q8CB77,ELOA1_MOUSE,Eloa,Elongin-A,21271.7,26549.2,33003.2,24888.8,23499.1,25165.2,26417.1,27534.1
Q8CBC4,Q8CBC4,CNST_MOUSE,Cnst,Consortin,7668.58,6255.86,5181.08,7333.82,5706.49,5139.15,5068.08,4252.69
Q8CBC6,Q8CBC6,LRRN3_MOUSE,Lrrn3,Leucine-rich repeat neuronal protein 3,25112.1,20344.7,,33284,16356.5,12198.5,7030.98,16459.1
Q8CBW3,P62484;Q8CBW3,ABI1_MOUSE,Abi1,Abl interactor 1,67790.7,81294.3,62340.1,67392.7,66546.5,66140.9,71456,56321.8
Q8CBY8,Q8CBY8,DCTN4_MOUSE,Dctn4,Dynactin subunit 4,31716.9,38311.8,40458,21642.6,33839.2,29877.3,42059.8,30244.1
Q8CC21,Q8CC21,TTC19_MOUSE,Ttc19,"Tetratricopeptide repeat protein 19, mitochondrial",9438.94,9999.16,5154.95,11519.4,7743.39,9614.5,10696.2,10447.8
Q8CC86,Q8CC86,PNCB_MOUSE,Naprt,Nicotinate phosphoribosyltransferase,682923,660280,678903,696262,760569,762960,733306,572526
Q8CC88,Q8CC88,VWA8_MOUSE,Vwa8,von Willebrand factor A domain-containing protein 8,8403.12,6533.78,10001.9,8747.34,10790.2,8600.03,4681.04,12717.2
Q8CCF0,Q8CCF0,PRP31_MOUSE,Prpf31,U4/U6 small nuclear ribonucleoprotein Prp31,5855.75,6130.24,6608.23,4577.99,5185.69,2705.34,5376.22,3445.2
Q8CCH2,Q8CCH2,NHLC3_MOUSE,Nhlrc3,NHL repeat-containing protein 3,,,5706.84,,,1744.38,4163.87,
Q8CCI5,Q8CCI5,RYBP_MOUSE,Rybp,RING1 and YY1-binding protein,8873.18,9787.15,11067,7645.06,8686.79,8925.51,10413.1,9985.33
Q8CCJ3,Q8CCJ3,UFL1_MOUSE,Ufl1,E3 UFM1-protein ligase 1,,,,5704.03,,2007.86,,
Q8CCM6,Q8CCM6,TIM21_MOUSE,Timm21,Mitochondrial import inner membrane translocase subunit Tim21,84968.5,104858,112083,101545,90935.3,99039.8,92761.8,86688.9
Q8CCN5,Q8CCN5,BCAS3_MOUSE,Bcas3,BCAS3 microtubule associated cell migration factor,9319.57,10998.4,7412.05,6335.59,9378.51,6913.27,5269.55,12587.7
Q8CCS6,Q8CCS6,PABP2_MOUSE,Pabpn1,Polyadenylate-binding protein 2,24022.4,19120.1,17588.2,23510.9,21351.3,18879.6,21126.2,14749.1
Q8CCT4;Q8R0A5,Q8CCT4;Q8R0A5,TCAL3_MOUSE;TCAL5_MOUSE,Tceal3;Tceal5,Transcription elongation factor A protein-like 5,,3640.09,1624.53,2822.66,2103.43,1692.11,1658.39,1823.73
Q8CD26,Q8CD26,S35E1_MOUSE,Slc35e1,Solute carrier family 35 member E1,2969.17,2436.91,6439.08,4166.76,2676.04,1854.04,1856.4,4234.46
Q8CDA1,Q8CDA1,SAC2_MOUSE,Inpp5f,Phosphatidylinositide phosphatase SAC2,16333.4,11680.7,15674.3,13524.1,14041.8,7855.37,11333.7,13865.4
Q8CDG3,Q8CDG3,VCIP1_MOUSE,Vcpip1,Deubiquitinating protein VCPIP1,34740.3,26734.1,40800.7,38341.3,40618.2,34044.5,30686.3,34192.8
Q8CDM8,Q8CDM8,FHI2A_MOUSE,Fhip2a,FHF complex subunit HOOK interacting protein 2A,11581,7431.67,8359.56,11657.9,12654,11595.2,9424.51,12922.2
Q8CDN6,Q8CDN6,TXNL1_MOUSE,Txnl1,Thioredoxin-like protein 1,155205,154163,171138,166901,166831,154107,188407,114299
Q8CE96,Q8CE96,TRM6_MOUSE,Trmt6,tRNA (adenine(58)-N(1))-methyltransferase non-catalytic subunit TRM6,12699.7,21171.7,16419.5,16141.9,21376.7,21308.8,20428,16918
Q8CEE7,Q8CEE7,RDH13_MOUSE,Rdh13,Retinol dehydrogenase 13,24344.8,18711.6,20338.9,17838.6,21253.7,23476.5,20852.7,19678.4
Q8CEI1,Q8CEI1,BOLA3_MOUSE,Bola3,BolA-like protein 3,277497,300869,281698,237971,253243,286658,283423,146918
Q8CF02,Q8CF02,FM25C_MOUSE,Fam25c,Protein FAM25C,,8298.23,,,5890.16,3089.4,4390.77,
Q8CF89,Q8CF89,TAB1_MOUSE,Tab1,TGF-beta-activated kinase 1 and MAP3K7-binding protein 1,5400.75,3881.63,6561.09,11102.1,7210.84,5285.96,8716.22,5007.67
Q8CF94,Q8CF94,RHD_MOUSE,Rhd,Blood group Rh(D) polypeptide,11270.5,8982.08,7670.09,7540.17,8575.05,8113.7,7667.35,12801
Q8CFA2,Q8CFA2,GCST_MOUSE,Amt,"Aminomethyltransferase, mitochondrial",10143.6,,9199.17,10677.7,8906.54,7986.29,4080.59,7324.63
Q8CFD4,Q8CFD4,SNX8_MOUSE,Snx8,Sorting nexin-8,3715.8,,2599.21,5944.38,3672.36,,,4983.56
Q8CFI0,Q8CFI0,NED4L_MOUSE,Nedd4l,E3 ubiquitin-protein ligase NEDD4-like,1958.87,,859.224,,2753.28,893.778,1986.91,
Q8CFI5,Q8CFI5,SYPM_MOUSE,Pars2,"Probable proline--tRNA ligase, mitochondrial",,5308.37,,,,4767.67,5692.08,6336.56
Q8CFJ7,Q8CFJ7,S2545_MOUSE,Slc25a45,Solute carrier family 25 member 45,135597,130706,119969,114050,126807,139375,109678,130947
Q8CFK6,Q8CFK6,DEN1C_MOUSE,Dennd1c,DENN domain-containing protein 1C,,1873.67,3636.63,,,,5474.86,
Q8CFV4,Q8CFV4,NRN1_MOUSE,Nrn1,Neuritin,28812.7,26553.3,27275.8,29687.8,31968.9,27817.1,34884.7,
Q8CFX1,Q8CFX1,G6PE_MOUSE,H6pd,GDH/6PGL endoplasmic bifunctional protein,74588.1,45235.4,55622.9,51998.5,63246.7,53413.7,44274.1,65102.5
Q8CG03,Q8CG03,PDE5A_MOUSE,Pde5a,"cGMP-specific 3',5'-cyclic phosphodiesterase",8262.12,4322.64,,,3910.32,,3045.28,8771.5
Q8CG14,Q8CG14,CS1A_MOUSE,C1s1,Complement C1s-1 subcomponent,32726.3,33120.6,29654.8,30949.2,32674.7,29344.1,28813.8,33271.6
Q8CG16,Q8CG16,C1RA_MOUSE,C1ra,Complement C1r-A subcomponent,2303.16,2251.65,5552.39,12195.1,2623.21,8639.87,5322.65,7976.58
Q8CG64,Q8CG64,FKRP_MOUSE,Fkrp,Ribitol 5-phosphate transferase FKRP,9757.01,5065.63,12841.5,7649.94,5392.32,2374.68,3574.98,7978.65
Q8CG72,Q8CG72,ADPRS_MOUSE,Adprs,ADP-ribosylhydrolase ARH3,24023,12209.3,7071.63,9410.58,7794.4,7322.01,5014.3,10355.5
Q8CG73,Q8CG73,FTM_MOUSE,Rpgrip1l,Protein fantom,30270.8,34636.4,24724.7,32316.4,27716.9,25984.6,15447.9,32890.4
Q8CG76,Q8CG76,ARK72_MOUSE,Akr7a2,Aflatoxin B1 aldehyde reductase member 2,39310.6,30277.3,36439.5,34468.6,38723.2,44491.2,31932.9,33748.8
Q8CGA0,Q8CGA0,PPM1F_MOUSE,Ppm1f,Protein phosphatase 1F,7966.27,6993.29,9292.09,7206.62,8322.63,13001.3,3712.44,
Q8CGA3,Q8CGA3,LAT4_MOUSE,Slc43a2,Large neutral amino acids transporter small subunit 4,3212.34,4513.16,4529.85,2718.65,2903.59,4853.87,3007.62,2497.56
Q8CGB3,Q8CGB3,UACA_MOUSE,Uaca,Uveal autoantigen with coiled-coil domains and ankyrin repeats,,,,,4213.61,8685.51,,
Q8CGB6,Q8CGB6,TENS2_MOUSE,Tns2,Tensin-2,33373.4,33975.3,31597.8,39729.9,30255.6,30116.8,32568.9,40311.8
Q8CGC4,Q8CGC4,LS14B_MOUSE,Lsm14b,Protein LSM14 homolog B,1996.26,3403.76,,,3023.63,2579.64,2682.38,2642.64
Q8CGC7,Q8CGC7,SYEP_MOUSE,Eprs1,Bifunctional glutamate/proline--tRNA ligase,19793.6,17640.4,13560.8,20091.8,17862.4,18909.4,17092.6,20893.7
Q8CGF1,Q8CGF1,RHG29_MOUSE,Arhgap29,Rho GTPase-activating protein 29,15395.1,10605,12070.3,18871.1,12389.2,9471.93,10985,16054.8
Q8CGF5,Q8CGF5,TLCD4_MOUSE,Tlcd4,TLC domain-containing protein 4,6225.34,4829.78,4506.62,7738.18,6962.18,6218,5857.61,5848.73
Q8CGF7,Q8CGF7,TCRG1_MOUSE,Tcerg1,Transcription elongation regulator 1,,,3370.41,5857.12,2434,3419.09,2959.08,
Q8CGI1,Q8CGI1,F193A_MOUSE,Fam193a,Protein FAM193A,,3791.28,7747.51,8258.37,4881.04,,2861.17,5893.9
Q8CGK3,Q8CGK3,LONM_MOUSE,Lonp1,"Lon protease homolog, mitochondrial",29501.7,18057.8,23333.7,24272.1,16846.1,23506.5,15900.7,26444.9
Q8CGU1,Q8CGU1,CACO1_MOUSE,Calcoco1,Calcium-binding and coiled-coil domain-containing protein 1,5864.93,4029.13,5385.21,4049.35,3469.71,2362.14,4944.53,4885.83
Q8CGZ0,Q8CGZ0,CHERP_MOUSE,Cherp,Calcium homeostasis endoplasmic reticulum protein,24627.1,16518.9,13380.2,22102.2,18225,15812.2,23744,18291.7
Q8CH02,Q8CH02,SUGP1_MOUSE,Sugp1,SURP and G-patch domain-containing protein 1,6568.34,8247.71,9432.19,10597.3,11408.4,10371,8936.54,8282.38
Q8CH18,Q8CH18,CCAR1_MOUSE,Ccar1,Cell division cycle and apoptosis regulator protein 1,47811.1,60042.6,47724.4,52596.3,56535.4,49949.1,55077.7,49235.1
Q8CH25,Q8CH25,SLTM_MOUSE,Sltm,SAFB-like transcription modulator,504413,578199,683730,565331,682722,641508,672048,610817
Q8CH40,Q8CH40,NUDT6_MOUSE,Nudt6,Nucleoside diphosphate-linked moiety X motif 6,20141.9,16603.7,17165.8,15318.7,20217.7,19073.9,22085.2,21331
Q8CH62,Q8CH62,LTO1_MOUSE,Lto1,Protein LTO1 homolog,43622.4,95539.3,88266.5,76720.8,80970,93354.6,104040,27124.5
Q8CHC4,Q8CHC4,SYNJ1_MOUSE,Synj1,Synaptojanin-1,17933.9,12747.1,17670.3,16171,14009.3,8503.74,10003.8,14479.5
Q8CHG3,Q8CHG3,GCC2_MOUSE,Gcc2,GRIP and coiled-coil domain-containing protein 2,23146,26684.8,23787.1,24073.1,23803.6,19461.1,21050.5,21382
Q8CHH9,Q8CHH9,SEPT8_MOUSE,Septin8,Septin-8,86682.1,68239.7,62497.7,65181.8,63905.5,81540.4,81982.3,86777.4
Q8CHK3,Q8CHK3,MBOA7_MOUSE,Mboat7,Lysophospholipid acyltransferase 7,25113.8,27781.2,29425,20508.6,19648.5,27833,21838.7,22624.4
Q8CHP5,Q8CHP5,PYM1_MOUSE,Pym1,Partner of Y14 and mago,239544,238260,302282,258789,305735,250913,296531,185459
Q8CHP6,Q8CHP6,PHC3_MOUSE,Phc3,Polyhomeotic-like protein 3,6343.57,3282.71,4472.04,5755.15,7052.53,4652.35,5180.47,6907.41
Q8CHP8,Q8CHP8,PGP_MOUSE,Pgp,Glycerol-3-phosphate phosphatase,416870,371281,429230,426566,428539,383280,414708,373216
Q8CHQ9,Q8CHQ9,NT8F2_MOUSE,Nat8f2,N-acetyltransferase family 8 member 2,19881,18023.4,15658.2,16729.7,15491.9,16809.7,19223.9,16160.1
Q8CHQ9;Q9JIZ0,Q9JIY7;E0CYC6;Q8CHQ9;Q9JIZ0,CMLO1_MOUSE;NT8F2_MOUSE,Cml1;Nat8f2,N-acetyltransferase family 8 member 2,18254.3,24879.1,25440.7,21973.9,24083.5,37201.8,31797,17387.3
Q8CHR6,Q8CHR6,DPYD_MOUSE,Dpyd,Dihydropyrimidine dehydrogenase [NADP(+)],116264,110436,120574,95630.4,111176,115634,107719,93178.2
Q8CHS8,Q8CHS8,VP37A_MOUSE,Vps37a,Vacuolar protein sorting-associated protein 37A,,,,,,,2649.12,
Q8CHT0,Q8CHT0,AL4A1_MOUSE,Aldh4a1,"Delta-1-pyrroline-5-carboxylate dehydrogenase, mitochondrial",77844.9,79307,91798.1,81608.6,69700.7,85545.9,60500.9,83213.1
Q8CHT1,Q8CHT1,NGEF_MOUSE,Ngef,Ephexin-1,13393.5,10236.7,8532.6,8122.49,9986.98,9837.37,8915.63,8708.13
Q8CHT6,Q8CHT6,F169B_MOUSE,Fam169b,Protein FAM169B,,,5048.49,13006.1,,4749.43,2681.14,6378.83
Q8CHU3,Q8CHU3,EPN2_MOUSE,Epn2,Epsin-2,10105.8,11692.5,9932.2,9897.13,10250.6,7254.26,10864.2,4841.98
Q8CHW4,Q8CHW4,EI2BE_MOUSE,Eif2b5,Translation initiation factor eIF-2B subunit epsilon,7985.87,3911.84,7974.62,4752.5,6438.79,6838.66,6183.07,7739.73
Q8CHY3,Q8CHY3,DYM_MOUSE,Dym,Dymeclin,,5981.45,,,3702.6,4079.62,3916.24,5356.89
Q8CHY6,Q8CHY6,P66A_MOUSE,Gatad2a,Transcriptional repressor p66 alpha,26651.3,20301.7,25540.3,23218.7,18926.4,18579.5,16498.4,23651.1
Q8CI08,Q8CI08,SLAI2_MOUSE,Slain2,SLAIN motif-containing protein 2,29602.1,40145.5,37670.4,34309.4,42182.1,35998.9,36461.1,37927
Q8CI32,Q8CI32,BAG5_MOUSE,Bag5,BAG family molecular chaperone regulator 5,48843.4,43291.9,43304,45418.6,57892.8,51059.5,48099.6,45837.9
Q8CI51,Q8CI51,PDLI5_MOUSE,Pdlim5,PDZ and LIM domain protein 5,653840,666401,703358,659310,722976,641158,785162,499510
Q8CI59,Q8CI59,STEA3_MOUSE,Steap3,Metalloreductase STEAP3,10350.3,7552.07,7197.86,7321.21,7803.2,8284.68,8285.48,10764.8
Q8CI75,Q8CI75,DI3L2_MOUSE,Dis3l2,DIS3-like exonuclease 2,11770.3,12981.3,13432.5,15916.1,13803.2,12271.5,13245.4,17651.1
Q8CI94,Q8CI94,PYGB_MOUSE,Pygb,"Glycogen phosphorylase, brain form",41908.7,49034.2,47227.9,52751.4,52773.1,48226.9,49710.2,46606
Q8CI94;Q9ET01,Q9ET01;Q8CI94,PYGB_MOUSE;PYGL_MOUSE,Pygb;Pygl,"Glycogen phosphorylase, brain form",62032.9,55639.9,121478,67787.8,84434.9,99876.6,138449,26327.5
Q8CI94;Q9ET01;Q9WUB3,Q9ET01;Q9WUB3;Q8CI94,PYGB_MOUSE;PYGL_MOUSE;PYGM_MOUSE,Pygb;Pygl;Pygm,"Glycogen phosphorylase, brain form",1.32E+06,1.74E+06,1.51E+06,1.32E+06,1.70E+06,1.76E+06,1.99E+06,1.22E+06
Q8CI94;Q9WUB3,Q9WUB3;Q8CI94,PYGB_MOUSE;PYGM_MOUSE,Pygb;Pygm,"Glycogen phosphorylase, brain form",11436.8,12679.2,17693.3,9388.77,17498.5,22245.2,21413.2,4624.63
Q8CI95,Q8CI95,OSB11_MOUSE,Osbpl11,Oxysterol-binding protein-related protein 11,3756.42,,2101.15,5372.21,1750,,1842.97,
Q8CIB5,Q8CIB5,FERM2_MOUSE,Fermt2,Fermitin family homolog 2,19014.8,17672.4,15829.6,16161.6,13689.1,17454.4,14907.7,15243.2
Q8CIB6,Q8CIB6,TM230_MOUSE,Tmem230,Transmembrane protein 230,130687,104428,117486,113097,93552.2,83892.9,80282.2,122184
Q8CIE0,Q8CIE0,SPA11_MOUSE,Serpina11,Serpin A11,3045.17,4999.17,1832.87,,,,3543.05,
Q8CIE6,Q8CIE6,COPA_MOUSE,Copa,Coatomer subunit alpha,25786.3,11974.1,17412.9,16598.4,19216.7,18458.3,17164.5,15168
Q8CIF4,Q8CIF4,BTD_MOUSE,Btd,Biotinidase,193277,211564,180176,210414,198213,214925,207430,200909
Q8CIF6,Q8CIF6,SIDT2_MOUSE,Sidt2,SID1 transmembrane family member 2,39112.9,39702.1,35259.8,30418.4,37373.7,39243.7,40555.9,29459.7
Q8CIG8,Q8CIG8,ANM5_MOUSE,Prmt5,Protein arginine N-methyltransferase 5,,8125.44,6715.94,9552.12,5823.93,4725.83,5131.45,
Q8CIH9,Q8CIH9,PUR1_MOUSE,Ppat,Amidophosphoribosyltransferase,80498.1,84397.9,79160,78302,93319,93977.9,107764,55860.8
Q8CIM7,Q8CIM7,CP2DQ_MOUSE,Cyp2d26,Cytochrome P450 2D26,936460,696955,643290,781428,854933,730207,963064,661011
Q8CIN4,Q8CIN4,PAK2_MOUSE,Pak2,Serine/threonine-protein kinase PAK 2,74251.8,75444.4,79591.3,73887.5,71171.3,72933.1,76811.1,53049.2
Q8CIZ8,Q8CIZ8,VWF_MOUSE,Vwf,von Willebrand factor,54126.1,47389.8,54639.3,55283.3,52881.2,57224.8,51297.6,48623.4
Q8CJ19,Q8CJ19,MICA3_MOUSE,Mical3,[F-actin]-monooxygenase MICAL3,5516.58,2786.71,4482.61,2427.91,4597.21,3139.97,2965.39,5596.58
Q8CJ53,Q8CJ53,CIP4_MOUSE,Trip10,Cdc42-interacting protein 4,,,,3770.51,,,1708.33,
Q8CJ61,Q8CJ61,CKLF4_MOUSE,Cmtm4,CKLF-like MARVEL transmembrane domain-containing protein 4,42230.2,33539.5,46487.2,34114.4,44209.5,36120,41536.9,25141.9
Q8CJ67;Q9Z108,Q8CJ67;Q9Z108,STAU1_MOUSE;STAU2_MOUSE,Stau1;Stau2,Double-stranded RNA-binding protein Staufen homolog 2,2837.97,6807.25,,5716.69,3740.02,1571.25,3680.13,6737.64
Q8CJF7,Q8CJF7,ELYS_MOUSE,Ahctf1,Protein ELYS,14836.1,10741.8,14161,13320.6,11834.8,11968.7,11809.5,18804.2
Q8CJF8;Q8CJF9,Q8CJF8;Q8CJF9,AGO3_MOUSE;AGO4_MOUSE,Ago3;Ago4,Protein argonaute-4,10360.3,12832.6,20603.6,16907.4,12920.6,8673.52,15370.8,7826.74
Q8CJF8;Q8CJF9;Q8CJG0;Q8CJG1,Q8CJF8;Q8CJF9;Q8CJG0;Q8CJG1,AGO1_MOUSE;AGO2_MOUSE;AGO3_MOUSE;AGO4_MOUSE,Ago1;Ago2;Ago3;Ago4,Protein argonaute-4,35737.3,30211.9,27647.7,25326,26591.5,28484.9,46368.7,30338.3
Q8CJF8;Q8CJF9;Q8CJG1,Q8CJF8;Q8CJF9;Q8CJG1,AGO1_MOUSE;AGO3_MOUSE;AGO4_MOUSE,Ago1;Ago3;Ago4,Protein argonaute-4,23499.6,17499.7,12676,19865,18283.5,17202.3,17779.8,18855.5
Q8CJF8;Q8CJG1,Q8CJF8;Q8CJG1,AGO1_MOUSE;AGO4_MOUSE,Ago1;Ago4,Protein argonaute-4,,18270.5,16111,25947.4,15247.1,8355.3,13258.9,24958.7
Q8CJF9,Q8CJF9,AGO3_MOUSE,Ago3,Protein argonaute-3,13257,12031.5,12519,10627.8,2408.18,10252.2,13989.6,7558.07
Q8CJF9;Q8CJG0;Q8CJG1,Q8CJF9;Q8CJG0;Q8CJG1,AGO1_MOUSE;AGO2_MOUSE;AGO3_MOUSE,Ago1;Ago2;Ago3,Protein argonaute-3,5415.49,3744.4,4399.64,3920.34,10818.7,5772.67,8933.22,
Q8CJF9;Q8CJG1,Q8CJF9;Q8CJG1,AGO1_MOUSE;AGO3_MOUSE,Ago1;Ago3,Protein argonaute-3,,2078.09,,,4147.68,5234.38,8470.41,
Q8CJG0,Q8CJG0,AGO2_MOUSE,Ago2,Protein argonaute-2,205137,218373,254179,223663,267907,234685,244941,157977
Q8CJG0;Q8CJG1,Q8CJG0;Q8CJG1,AGO1_MOUSE;AGO2_MOUSE,Ago1;Ago2,Protein argonaute-2,7401.71,10970.9,12516.5,9977.58,23654.6,21739.5,18194.4,5310.74
Q8CJG1,Q8CJG1,AGO1_MOUSE,Ago1,Protein argonaute-1,31055.7,37634.2,47760.3,36749.4,40089,40252.3,42065.3,23515.8
Q8CJH3,Q8CJH3,PLXB1_MOUSE,Plxnb1,Plexin-B1,18442.1,11927.3,17198.2,16297.2,12230.6,11517.6,10044.5,11137.1
Q8JZK9,Q8JZK9,HMCS1_MOUSE,Hmgcs1,"Hydroxymethylglutaryl-CoA synthase, cytoplasmic",42976.6,35990,26185,37651.1,28936.5,37151,33596.4,46013.8
Q8JZL3,Q8JZL3,THTPA_MOUSE,Thtpa,Thiamine-triphosphatase,20666.3,16206.6,18089,18321.7,15793.5,14627.7,17871,17196.1
Q8JZN5,Q8JZN5,ACAD9_MOUSE,Acad9,"Complex I assembly factor ACAD9, mitochondrial",404941,456941,438611,404251,406784,429005,422184,343088
Q8JZN7,Q8JZN7,MIRO2_MOUSE,Rhot2,Mitochondrial Rho GTPase 2,9848.73,12978.7,11361.6,9411.09,9371.16,11201.8,7194.24,11420.4
Q8JZQ2,Q8JZQ2,AFG32_MOUSE,Afg3l2,AFG3-like protein 2,64082.7,83792.7,88380.3,72625,81757.9,98519.3,82159.2,72742.8
Q8JZQ2;Q920A7,Q8JZQ2;Q920A7,AFG31_MOUSE;AFG32_MOUSE,Afg3l1;Afg3l2,AFG3-like protein 2,31843.8,29590.8,29369.4,28414.5,24992.3,27063.8,25953.3,35219.1
Q8JZQ9,Q8JZQ9,EIF3B_MOUSE,Eif3b,Eukaryotic translation initiation factor 3 subunit B,49208.3,48651.5,51592.9,49092.4,51548,53469.1,41411.2,48221
Q8JZR0,Q8JZR0,ACSL5_MOUSE,Acsl5,Long-chain-fatty-acid--CoA ligase 5,25087.3,18044.3,23370.6,20770.4,21067,28974.6,21951,20099.4
Q8JZS0,Q8JZS0,LIN7A_MOUSE,Lin7a,Protein lin-7 homolog A,22675.8,22071.5,30488.3,18528.2,30025,36596.5,27215.1,25060.1
Q8JZU0,Q8JZU0,NUD13_MOUSE,Nudt13,"NAD(P)H pyrophosphatase NUDT13, mitochondrial",10436.5,19421.9,19658.8,10856.6,12717.5,15132.1,15112,17468.4
Q8JZU2,Q8JZU2,TXTP_MOUSE,Slc25a1,"Tricarboxylate transport protein, mitochondrial",1.62E+06,1.82E+06,1.83E+06,1.60E+06,1.85E+06,1.69E+06,1.63E+06,1.66E+06
Q8JZV9,Q8JZV9,DHRS6_MOUSE,Bdh2,Dehydrogenase/reductase SDR family member 6,17708.1,19628.8,16142,21282.7,19883.7,18773.4,17781.1,19286.6
Q8JZX4,Q8JZX4,SPF45_MOUSE,Rbm17,Splicing factor 45,18212.1,21545.1,18949.1,19434.7,18695,16858.5,16066.7,20987.4
Q8JZX9,Q8JZX9,BORG1_MOUSE,Cdc42ep2,Cdc42 effector protein 2,6445.39,,,,7488.9,3586.99,6519.04,6119.17
Q8JZY2,Q8JZY2,COMDA_MOUSE,Commd10,COMM domain-containing protein 10,22443.1,22402.8,22408.8,31297.5,22595.5,12536.2,17146.6,14711.3
Q8JZZ0,Q8JZZ0,UD3A2_MOUSE,Ugt3a2,UDP-glucuronosyltransferase 3A2,258014,251728,227189,298275,214969,195273,289772,177918
Q8JZZ6,Q8JZZ6,AMERL_MOUSE,Ammecr1l,AMMECR1-like protein,,8788.43,10294.2,5105.36,11130.6,6250.42,7788.22,9502.46
Q8JZZ7,Q8JZZ7,AGRL2_MOUSE,Adgrl2,Adhesion G protein-coupled receptor L2,6052.83,2517.53,6198.45,2891.56,6135.04,6603.55,4005.49,5939.58
Q8K003,Q8K003,TMA7_MOUSE,Tma7,Translation machinery-associated protein 7,51161.5,61297.5,63246.5,50171.5,55333.9,51894.4,63899.7,42670
Q8K010,Q8K010,OPLA_MOUSE,Oplah,5-oxoprolinase,28599.1,31865.5,29119.5,31799.6,26243.7,28300.3,20519.6,32259.2
Q8K019,Q8K019,BCLF1_MOUSE,Bclaf1,Bcl-2-associated transcription factor 1,92738.8,95695.3,100797,87264.8,100429,79717.7,102617,78726.3
Q8K021,Q8K021,SCAM1_MOUSE,Scamp1,Secretory carrier-associated membrane protein 1,13043.2,13275.4,15110.9,16385.4,15540.4,17452.7,20806.2,8618.57
Q8K023,Q8K023,AKC1H_MOUSE,Akr1c18,Aldo-keto reductase family 1 member C18,4475.34,7581.12,6923.33,8794.45,10671.8,10149.8,8439.13,6544.47
Q8K039,Q8K039,K1143_MOUSE,,Uncharacterized protein KIAA1143 homolog,41690,35375,41788.5,44488.1,25165,32425.2,29878.7,42819
Q8K0B2,Q8K0B2,LMBD1_MOUSE,Lmbrd1,Lysosomal cobalamin transport escort protein LMBD1,7758.77,12506.7,13624.8,9921.22,8563.85,9938.7,12157.7,9000.04
Q8K0C1,Q8K0C1,IPO13_MOUSE,Ipo13,Importin-13,,982.305,,,,,,
